Zeitstempel;WT;Bezug in kW;Bezug in W;Bezug kW;Bezug in kWh;F_EVS;Bezug Netto in kWh;Bezug Netto in kWh2;F_EVS2;Residuallast in MW;FRL_max_day;FRL_max;FRL_average_day;FRL_average;RLCI_max_Bezug;RLCI_average_Bezug;RLCI_max;RLCI_average;EPEX Day Ahead;Endpreis dT Brutto dyn.;"""Bezugsklasse""";Kosten_Netto;Kosten_Brutto_GES dyn;Wel * Gmin (NETTO);Wel*Gmax (NETTO);Wel * Gmin (BRUTTO);Wel*Gmax (Brutto);RIB_DAY_NETTO_Bezug;RIB_DAY_NETTO_brutto(+-);RIB_DAY_BRUTTO_Netto(+-);vNE_EWS_NETTO;Endpreis dT+vNE Brutto dyn plus;Kosten_vNE_Netto;Kosten vNE Brutto;Kosten_GES_Brutto dyn plus;Wel * Gmin (NETTO)3;Wel*Gmax (NETTO)4;Wel * Gmin (BRUTTO)5;Wel*Gmax (BRUTTO)6;RIB_DAY_NETTO;RIB_DAY_NETTO_netto (+-);RIB_DAY_BRUTTO_netto (+-);WB aktiv (1)
27.07.2025 16:00;So;0,0040;4,0;-0,0040;-0,0010;-0,00034;1,9362;0,4840;0,23327; 13.010,70 ;;0,24419;;0,4892;-0,0001;-0,0002;0,0570;0,1141;4,574 ct/kWh;27,26 ct/kWh;A;0,0046 ct;0,0273 ct;0,0009 ct;0,0115 ct;0,0229 ct;0,0355 ct;;;;11,930 ct/kWh;30,924 ct/kWh;0,0119 ct;0,0142 ct;0,0309 ct;0,0048 ct;0,0144 ct;0,0265 ct;0,0391 ct;;;;0
27.07.2025 16:15;So;0,0000;0,0;0,0000;0,0000;0,00000;4,4348;1,1087;0,53431; 14.012,20 ;;0,26298;;0,5268;0,0000;0,0000;0,1405;0,2815;4,574 ct/kWh;27,26 ct/kWh;;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;11,930 ct/kWh;30,924 ct/kWh;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;0
27.07.2025 16:30;So;0,0121;12,1;-0,0121;-0,0030;-0,00104;1,6169;0,4042;0,19480; 15.536,60 ;;0,29159;;0,5841;-0,0003;-0,0006;0,0568;0,1138;4,574 ct/kWh;27,26 ct/kWh;A;0,0139 ct;0,0826 ct;0,0027 ct;0,0348 ct;0,0693 ct;0,1075 ct;;;;11,930 ct/kWh;30,924 ct/kWh;0,0361 ct;0,0430 ct;0,0937 ct;0,0145 ct;0,0437 ct;0,0804 ct;0,1186 ct;;;;0
27.07.2025 16:45;So;0,0719;71,9;-0,0719;-0,0180;-0,00615;0,0801;0,0200;0,00965; 16.306,60 ;;0,30605;;0,6131;-0,0019;-0,0038;0,0030;0,0059;4,574 ct/kWh;27,26 ct/kWh;A;0,0822 ct;0,4898 ct;0,0159 ct;0,2061 ct;0,4109 ct;0,6373 ct;;;;11,930 ct/kWh;30,924 ct/kWh;0,2144 ct;0,2551 ct;0,5557 ct;0,0857 ct;0,2593 ct;0,4768 ct;0,7032 ct;;;;0
27.07.2025 17:00;So;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0599;0,0150;0,00721; 18.187,90 ;;0,34135;;0,6838;-0,0004;-0,0007;0,0025;0,0049;8,236 ct/kWh;31,61 ct/kWh;A;0,0248 ct;0,0952 ct;0,0027 ct;0,0345 ct;0,0688 ct;0,1067 ct;;;;11,930 ct/kWh;35,282 ct/kWh;0,0359 ct;0,0427 ct;0,1062 ct;0,0144 ct;0,0434 ct;0,0799 ct;0,1178 ct;;;;0
27.07.2025 17:15;So;0,0040;4,0;-0,0040;-0,0010;-0,00034;0,4323;0,1081;0,05209; 19.490,30 ;;0,36580;;0,7328;-0,0001;-0,0003;0,0191;0,0382;8,236 ct/kWh;31,61 ct/kWh;A;0,0082 ct;0,0316 ct;0,0009 ct;0,0115 ct;0,0229 ct;0,0355 ct;;;;11,930 ct/kWh;35,282 ct/kWh;0,0119 ct;0,0142 ct;0,0353 ct;0,0048 ct;0,0144 ct;0,0265 ct;0,0391 ct;;;;0
27.07.2025 17:30;So;0,0040;4,0;-0,0040;-0,0010;-0,00034;0,4520;0,1130;0,05446; 21.254,90 ;;0,39892;;0,7991;-0,0001;-0,0003;0,0217;0,0435;8,236 ct/kWh;31,61 ct/kWh;A;0,0082 ct;0,0316 ct;0,0009 ct;0,0115 ct;0,0229 ct;0,0355 ct;;;;11,930 ct/kWh;35,282 ct/kWh;0,0119 ct;0,0142 ct;0,0353 ct;0,0048 ct;0,0144 ct;0,0265 ct;0,0391 ct;;;;0
27.07.2025 17:45;So;0,0080;8,0;-0,0080;-0,0020;-0,00068;0,2279;0,0570;0,02746; 23.094,50 ;;0,43344;;0,8683;-0,0003;-0,0006;0,0119;0,0238;8,236 ct/kWh;31,61 ct/kWh;A;0,0165 ct;0,0632 ct;0,0018 ct;0,0229 ct;0,0457 ct;0,0709 ct;;;;11,930 ct/kWh;35,282 ct/kWh;0,0239 ct;0,0284 ct;0,0706 ct;0,0095 ct;0,0289 ct;0,0531 ct;0,0783 ct;;;;0
27.07.2025 18:00;So;0,0400;40,0;-0,0400;-0,0100;-0,00342;0,1640;0,0410;0,01976; 25.406,70 ;;0,47684;;0,9552;-0,0016;-0,0033;0,0094;0,0189;9,566 ct/kWh;33,20 ct/kWh;B;0,0957 ct;0,3320 ct;0,0089 ct;0,1147 ct;0,2287 ct;0,3546 ct;;;;11,930 ct/kWh;36,864 ct/kWh;0,1193 ct;0,1420 ct;0,3686 ct;0,0477 ct;0,1443 ct;0,2653 ct;0,3913 ct;;;;0
27.07.2025 18:15;So;0,0120;12,0;-0,0120;-0,0030;-0,00102;0,2530;0,0632;0,03048; 27.318,40 ;;0,51272;;1,0271;-0,0005;-0,0011;0,0156;0,0313;9,566 ct/kWh;33,20 ct/kWh;B;0,0286 ct;0,0993 ct;0,0026 ct;0,0343 ct;0,0684 ct;0,1060 ct;;;;11,930 ct/kWh;36,864 ct/kWh;0,0357 ct;0,0424 ct;0,1102 ct;0,0143 ct;0,0431 ct;0,0793 ct;0,1170 ct;;;;0
27.07.2025 18:30;So;0,0000;0,0;0,0000;0,0000;0,00000;0,8879;0,2220;0,10697; 29.456,00 ;;0,55284;;1,1075;0,0000;0,0000;0,0591;0,1185;9,566 ct/kWh;33,20 ct/kWh;;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;11,930 ct/kWh;36,864 ct/kWh;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;0
27.07.2025 18:45;So;0,0000;0,0;0,0000;0,0000;0,00000;1,2243;0,3061;0,14751; 31.304,90 ;;0,58754;;1,1770;0,0000;0,0000;0,0867;0,1736;9,566 ct/kWh;33,20 ct/kWh;;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;11,930 ct/kWh;36,864 ct/kWh;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;0
27.07.2025 19:00;So;0,0000;0,0;0,0000;0,0000;0,00000;1,3256;0,3314;0,15971; 33.086,90 ;;0,62098;;1,2440;0,0000;0,0000;0,0992;0,1987;10,247 ct/kWh;34,01 ct/kWh;;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;11,930 ct/kWh;37,675 ct/kWh;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;0
27.07.2025 19:15;So;0,0000;0,0;0,0000;0,0000;0,00000;1,7134;0,4284;0,20644; 33.468,70 ;;0,62815;;1,2583;0,0000;0,0000;0,1297;0,2598;10,247 ct/kWh;34,01 ct/kWh;;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;11,930 ct/kWh;37,675 ct/kWh;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;0
27.07.2025 19:30;So;0,0200;20,0;-0,0200;-0,0050;-0,00171;0,0878;0,0220;0,01058; 34.658,00 ;;0,65047;;1,3030;-0,0011;-0,0022;0,0069;0,0138;10,247 ct/kWh;34,01 ct/kWh;C;0,0511 ct;0,1697 ct;0,0044 ct;0,0572 ct;0,1141 ct;0,1770 ct;;;;11,930 ct/kWh;37,675 ct/kWh;0,0595 ct;0,0708 ct;0,1880 ct;0,0238 ct;0,0720 ct;0,1324 ct;0,1953 ct;;;;0
27.07.2025 19:45;So;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0160;0,0040;0,00193; 35.638,50 ;;0,66887;;1,3399;-0,0009;-0,0018;0,0013;0,0026;10,247 ct/kWh;34,01 ct/kWh;C;0,0410 ct;0,1360 ct;0,0035 ct;0,0459 ct;0,0915 ct;0,1418 ct;;;;11,930 ct/kWh;37,675 ct/kWh;0,0477 ct;0,0568 ct;0,1507 ct;0,0191 ct;0,0577 ct;0,1061 ct;0,1565 ct;;;;0
27.07.2025 20:00;So;0,0200;20,0;-0,0200;-0,0050;-0,00171;-0,0120;-0,0030;-0,00103; 36.534,20 ;;0,68568;;1,3736;-0,0012;-0,0024;-0,0007;-0,0014;10,795 ct/kWh;34,66 ct/kWh;C;0,0540 ct;0,1733 ct;0,0044 ct;0,0574 ct;0,1143 ct;0,1773 ct;;;;11,930 ct/kWh;38,327 ct/kWh;0,0597 ct;0,0710 ct;0,1916 ct;0,0239 ct;0,0722 ct;0,1327 ct;0,1957 ct;;;;0
27.07.2025 20:15;So;0,0161;16,1;-0,0161;-0,0040;-0,00138;-0,0080;-0,0020;-0,00068; 37.126,90 ;;0,69680;;1,3959;-0,0010;-0,0019;-0,0005;-0,0010;10,795 ct/kWh;34,66 ct/kWh;C;0,0435 ct;0,1397 ct;0,0036 ct;0,0462 ct;0,0921 ct;0,1429 ct;;;;11,930 ct/kWh;38,327 ct/kWh;0,0481 ct;0,0572 ct;0,1545 ct;0,0192 ct;0,0582 ct;0,1069 ct;0,1577 ct;;;;0
27.07.2025 20:30;So;0,0879;87,9;-0,0879;-0,0220;-0,00752;0,0600;0,0150;0,00722; 37.564,30 ;;0,70501;;1,4123;-0,0053;-0,0106;0,0051;0,0102;10,795 ct/kWh;34,66 ct/kWh;C;0,2372 ct;0,7614 ct;0,0194 ct;0,2520 ct;0,5023 ct;0,7791 ct;;;;11,930 ct/kWh;38,327 ct/kWh;0,2621 ct;0,3119 ct;0,8420 ct;0,1048 ct;0,3170 ct;0,5830 ct;0,8597 ct;;;;0
27.07.2025 20:45;So;0,0320;32,0;-0,0320;-0,0080;-0,00274;0,0040;0,0010;0,00049; 37.450,10 ;;0,70287;;1,4080;-0,0019;-0,0039;0,0003;0,0007;10,795 ct/kWh;34,66 ct/kWh;C;0,0864 ct;0,2773 ct;0,0071 ct;0,0918 ct;0,1829 ct;0,2837 ct;;;;11,930 ct/kWh;38,327 ct/kWh;0,0954 ct;0,1136 ct;0,3066 ct;0,0382 ct;0,1154 ct;0,2123 ct;0,3131 ct;;;;0
27.07.2025 21:00;So;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0080;0,0020;0,00096; 37.662,20 ;;0,70685;;1,4160;-0,0007;-0,0015;0,0007;0,0014;11,471 ct/kWh;35,46 ct/kWh;C;0,0344 ct;0,1064 ct;0,0027 ct;0,0344 ct;0,0686 ct;0,1064 ct;;;;11,930 ct/kWh;39,131 ct/kWh;0,0358 ct;0,0426 ct;0,1174 ct;0,0143 ct;0,0433 ct;0,0796 ct;0,1174 ct;;;;0
27.07.2025 21:15;So;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0080;0,0020;0,00096; 38.380,30 ;;0,72033;;1,4430;-0,0010;-0,0020;0,0007;0,0014;11,471 ct/kWh;35,46 ct/kWh;C;0,0459 ct;0,1418 ct;0,0035 ct;0,0459 ct;0,0915 ct;0,1418 ct;;;;11,930 ct/kWh;39,131 ct/kWh;0,0477 ct;0,0568 ct;0,1565 ct;0,0191 ct;0,0577 ct;0,1061 ct;0,1565 ct;;;;0
27.07.2025 21:30;So;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0280;0,0070;0,00337; 38.702,30 ;;0,72637;;1,4551;-0,0007;-0,0015;0,0024;0,0049;11,471 ct/kWh;35,46 ct/kWh;C;0,0344 ct;0,1064 ct;0,0027 ct;0,0344 ct;0,0686 ct;0,1064 ct;;;;11,930 ct/kWh;39,131 ct/kWh;0,0358 ct;0,0426 ct;0,1174 ct;0,0143 ct;0,0433 ct;0,0796 ct;0,1174 ct;;;;0
27.07.2025 21:45;So;0,0200;20,0;-0,0200;-0,0050;-0,00171;0,0120;0,0030;0,00145; 38.484,60 ;;0,72229;;1,4469;-0,0012;-0,0025;0,0010;0,0021;11,471 ct/kWh;35,46 ct/kWh;C;0,0574 ct;0,1773 ct;0,0044 ct;0,0574 ct;0,1143 ct;0,1773 ct;;;;11,930 ct/kWh;39,131 ct/kWh;0,0597 ct;0,0710 ct;0,1957 ct;0,0239 ct;0,0722 ct;0,1327 ct;0,1957 ct;;;;0
27.07.2025 22:00;So;0,0080;8,0;-0,0080;-0,0020;-0,00068;0,0080;0,0020;0,00096; 37.965,90 ;;0,71255;;1,4274;-0,0005;-0,0010;0,0007;0,0014;10,733 ct/kWh;34,58 ct/kWh;C;0,0215 ct;0,0692 ct;0,0018 ct;0,0229 ct;0,0457 ct;0,0709 ct;;;;11,930 ct/kWh;38,253 ct/kWh;0,0239 ct;0,0284 ct;0,0765 ct;0,0095 ct;0,0289 ct;0,0531 ct;0,0783 ct;;;;0
27.07.2025 22:15;So;0,0200;20,0;-0,0200;-0,0050;-0,00171;0,0000;0,0000;0,00000; 37.773,50 ;;0,70894;;1,4202;-0,0012;-0,0024;0,0000;0,0000;10,733 ct/kWh;34,58 ct/kWh;C;0,0537 ct;0,1729 ct;0,0044 ct;0,0574 ct;0,1143 ct;0,1773 ct;;;;11,930 ct/kWh;38,253 ct/kWh;0,0597 ct;0,0710 ct;0,1913 ct;0,0239 ct;0,0722 ct;0,1327 ct;0,1957 ct;;;;0
27.07.2025 22:30;So;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0280;0,0070;0,00337; 37.158,20 ;;0,69739;;1,3970;-0,0010;-0,0019;0,0024;0,0047;10,733 ct/kWh;34,58 ct/kWh;C;0,0429 ct;0,1383 ct;0,0035 ct;0,0459 ct;0,0915 ct;0,1418 ct;;;;11,930 ct/kWh;38,253 ct/kWh;0,0477 ct;0,0568 ct;0,1530 ct;0,0191 ct;0,0577 ct;0,1061 ct;0,1565 ct;;;;0
27.07.2025 22:45;So;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0199;0,0050;0,00240; 36.637,20 ;;0,68761;;1,3775;-0,0007;-0,0014;0,0017;0,0033;10,733 ct/kWh;34,58 ct/kWh;C;0,0323 ct;0,1041 ct;0,0027 ct;0,0345 ct;0,0688 ct;0,1067 ct;;;;11,930 ct/kWh;38,253 ct/kWh;0,0359 ct;0,0427 ct;0,1151 ct;0,0144 ct;0,0434 ct;0,0799 ct;0,1178 ct;;;;0
27.07.2025 23:00;So;0,0439;43,9;-0,0439;-0,0110;-0,00376;0,0241;0,0060;0,00290; 35.316,10 ;;0,66282;;1,3278;-0,0025;-0,0050;0,0019;0,0039;10,269 ct/kWh;34,03 ct/kWh;C;0,1128 ct;0,3737 ct;0,0097 ct;0,1260 ct;0,2511 ct;0,3894 ct;;;;11,930 ct/kWh;37,701 ct/kWh;0,1310 ct;0,1559 ct;0,4140 ct;0,0524 ct;0,1584 ct;0,2913 ct;0,4297 ct;;;;0
27.07.2025 23:15;So;0,0160;16,0;-0,0160;-0,0040;-0,00137;-0,0120;-0,0030;-0,00103; 34.431,90 ;;0,64622;;1,2945;-0,0009;-0,0018;-0,0007;-0,0013;10,269 ct/kWh;34,03 ct/kWh;C;0,0411 ct;0,1361 ct;0,0035 ct;0,0459 ct;0,0915 ct;0,1418 ct;;;;11,930 ct/kWh;37,701 ct/kWh;0,0477 ct;0,0568 ct;0,1508 ct;0,0191 ct;0,0577 ct;0,1061 ct;0,1565 ct;;;;0
27.07.2025 23:30;So;0,0120;12,0;-0,0120;-0,0030;-0,00103;-0,0080;-0,0020;-0,00069; 33.889,30 ;;0,63604;;1,2741;-0,0007;-0,0013;-0,0004;-0,0009;10,269 ct/kWh;34,03 ct/kWh;C;0,0309 ct;0,1024 ct;0,0027 ct;0,0345 ct;0,0688 ct;0,1067 ct;;;;11,930 ct/kWh;37,701 ct/kWh;0,0359 ct;0,0427 ct;0,1135 ct;0,0144 ct;0,0434 ct;0,0799 ct;0,1178 ct;;;;0
27.07.2025 23:45;So;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0080;0,0020;0,00096; 33.495,80 ;;0,62865;;1,2593;-0,0009;-0,0017;0,0006;0,0012;10,269 ct/kWh;34,03 ct/kWh;C;0,0410 ct;0,1358 ct;0,0035 ct;0,0458 ct;0,0912 ct;0,1415 ct;0,6921;0,6921;0,6921;11,930 ct/kWh;37,701 ct/kWh;0,0476 ct;0,0566 ct;0,1504 ct;0,0190 ct;0,0576 ct;0,1059 ct;0,1561 ct;0,568255694;0,568255694;0,534307133;0
28.07.2025 00:00;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0000;0,0000;0,00000; 32.872,30 ;;0,61695;;1,2359;-0,0006;-0,0013;0,0000;0,0000;10,000 ct/kWh;33,71 ct/kWh;B;0,0300 ct;0,1011 ct;0,0205 ct;0,0366 ct;0,0898 ct;0,1090 ct;;;;11,930 ct/kWh;37,381 ct/kWh;0,0358 ct;0,0426 ct;0,1121 ct;0,0143 ct;0,0433 ct;0,0793 ct;0,1200 ct;;;;0
28.07.2025 00:15;Mo;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0040;0,0010;0,00048; 32.550,60 ;;0,61092;;1,2238;-0,0008;-0,0017;0,0003;0,0006;10,000 ct/kWh;33,71 ct/kWh;B;0,0400 ct;0,1348 ct;0,0273 ct;0,0488 ct;0,1198 ct;0,1453 ct;;;;11,930 ct/kWh;37,381 ct/kWh;0,0477 ct;0,0568 ct;0,1495 ct;0,0191 ct;0,0577 ct;0,1058 ct;0,1600 ct;;;;0
28.07.2025 00:30;Mo;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0040;0,0010;0,00048; 31.761,50 ;;0,59611;;1,1941;-0,0008;-0,0016;0,0003;0,0006;10,000 ct/kWh;33,71 ct/kWh;B;0,0400 ct;0,1348 ct;0,0273 ct;0,0488 ct;0,1198 ct;0,1453 ct;;;;11,930 ct/kWh;37,381 ct/kWh;0,0477 ct;0,0568 ct;0,1495 ct;0,0191 ct;0,0577 ct;0,1058 ct;0,1600 ct;;;;0
28.07.2025 00:45;Mo;0,0080;8,0;-0,0080;-0,0020;-0,00069;-0,0040;-0,0010;-0,00035; 31.447,80 ;;0,59022;;1,1823;-0,0004;-0,0008;-0,0002;-0,0004;10,000 ct/kWh;33,71 ct/kWh;B;0,0201 ct;0,0678 ct;0,0137 ct;0,0245 ct;0,0602 ct;0,0730 ct;;;;11,930 ct/kWh;37,381 ct/kWh;0,0240 ct;0,0285 ct;0,0751 ct;0,0096 ct;0,0290 ct;0,0531 ct;0,0804 ct;;;;0
28.07.2025 01:00;Mo;0,0202;20,2;-0,0202;-0,0050;-0,00173;-0,0202;-0,0050;-0,00173; 30.881,40 ;;0,57959;;1,1611;-0,0010;-0,0020;-0,0010;-0,0020;8,877 ct/kWh;32,38 ct/kWh;A;0,0447 ct;0,1632 ct;0,0344 ct;0,0615 ct;0,1509 ct;0,1831 ct;;;;4,770 ct/kWh;27,524 ct/kWh;0,0240 ct;0,0286 ct;0,1387 ct;0,0240 ct;0,0727 ct;0,1333 ct;0,2016 ct;;;;0
28.07.2025 01:15;Mo;0,0639;63,9;-0,0639;-0,0160;-0,00547;0,0482;0,0121;0,00581; 30.907,80 ;;0,58008;;1,1620;-0,0032;-0,0064;0,0034;0,0067;8,877 ct/kWh;32,38 ct/kWh;A;0,1419 ct;0,5174 ct;0,1092 ct;0,1949 ct;0,4785 ct;0,5805 ct;;;;4,770 ct/kWh;27,524 ct/kWh;0,0762 ct;0,0907 ct;0,4398 ct;0,0762 ct;0,2306 ct;0,4225 ct;0,6391 ct;;;;0
28.07.2025 01:30;Mo;0,0439;43,9;-0,0439;-0,0110;-0,00376;-0,0040;-0,0010;-0,00034; 30.269,50 ;;0,56810;;1,1380;-0,0021;-0,0043;-0,0002;-0,0004;8,877 ct/kWh;32,38 ct/kWh;A;0,0975 ct;0,3555 ct;0,0750 ct;0,1339 ct;0,3288 ct;0,3989 ct;;;;4,770 ct/kWh;27,524 ct/kWh;0,0524 ct;0,0623 ct;0,3022 ct;0,0524 ct;0,1584 ct;0,2903 ct;0,4391 ct;;;;0
28.07.2025 01:45;Mo;0,0200;20,0;-0,0200;-0,0050;-0,00171;0,0000;0,0000;0,00000; 29.881,00 ;;0,56081;;1,1234;-0,0010;-0,0019;0,0000;0,0000;8,877 ct/kWh;32,38 ct/kWh;A;0,0444 ct;0,1619 ct;0,0342 ct;0,0610 ct;0,1497 ct;0,1816 ct;;;;4,770 ct/kWh;27,524 ct/kWh;0,0239 ct;0,0284 ct;0,1376 ct;0,0239 ct;0,0722 ct;0,1322 ct;0,2000 ct;;;;0
28.07.2025 02:00;Mo;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0040;0,0010;0,00048; 29.487,20 ;;0,55342;;1,1086;-0,0008;-0,0015;0,0003;0,0005;8,350 ct/kWh;31,75 ct/kWh;A;0,0334 ct;0,1270 ct;0,0273 ct;0,0488 ct;0,1198 ct;0,1453 ct;;;;4,770 ct/kWh;26,897 ct/kWh;0,0191 ct;0,0227 ct;0,1076 ct;0,0191 ct;0,0577 ct;0,1058 ct;0,1600 ct;;;;0
28.07.2025 02:15;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0040;0,0010;0,00048; 29.047,60 ;;0,54517;;1,0921;-0,0006;-0,0011;0,0003;0,0005;8,350 ct/kWh;31,75 ct/kWh;A;0,0251 ct;0,0952 ct;0,0205 ct;0,0366 ct;0,0898 ct;0,1090 ct;;;;4,770 ct/kWh;26,897 ct/kWh;0,0143 ct;0,0170 ct;0,0807 ct;0,0143 ct;0,0433 ct;0,0793 ct;0,1200 ct;;;;0
28.07.2025 02:30;Mo;0,0200;20,0;-0,0200;-0,0050;-0,00171;-0,0160;-0,0040;-0,00137; 28.674,30 ;;0,53816;;1,0781;-0,0009;-0,0018;-0,0007;-0,0015;8,350 ct/kWh;31,75 ct/kWh;A;0,0418 ct;0,1587 ct;0,0342 ct;0,0610 ct;0,1497 ct;0,1816 ct;;;;4,770 ct/kWh;26,897 ct/kWh;0,0239 ct;0,0284 ct;0,1345 ct;0,0239 ct;0,0722 ct;0,1322 ct;0,2000 ct;;;;0
28.07.2025 02:45;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0040;0,0010;0,00048; 28.522,00 ;;0,53531;;1,0723;-0,0006;-0,0011;0,0003;0,0005;8,350 ct/kWh;31,75 ct/kWh;A;0,0251 ct;0,0956 ct;0,0206 ct;0,0367 ct;0,0901 ct;0,1093 ct;;;;4,770 ct/kWh;26,897 ct/kWh;0,0144 ct;0,0171 ct;0,0810 ct;0,0144 ct;0,0434 ct;0,0796 ct;0,1204 ct;;;;0
28.07.2025 03:00;Mo;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0040;0,0010;0,00048; 28.503,70 ;;0,53496;;1,0717;-0,0007;-0,0015;0,0003;0,0005;7,967 ct/kWh;31,29 ct/kWh;A;0,0319 ct;0,1252 ct;0,0273 ct;0,0488 ct;0,1198 ct;0,1453 ct;;;;4,770 ct/kWh;26,441 ct/kWh;0,0191 ct;0,0227 ct;0,1058 ct;0,0191 ct;0,0577 ct;0,1058 ct;0,1600 ct;;;;0
28.07.2025 03:15;Mo;0,0160;16,0;-0,0160;-0,0040;-0,00137;-0,0120;-0,0030;-0,00103; 28.443,40 ;;0,53383;;1,0694;-0,0007;-0,0015;-0,0005;-0,0011;7,967 ct/kWh;31,29 ct/kWh;A;0,0319 ct;0,1252 ct;0,0273 ct;0,0488 ct;0,1198 ct;0,1453 ct;;;;4,770 ct/kWh;26,441 ct/kWh;0,0191 ct;0,0227 ct;0,1058 ct;0,0191 ct;0,0577 ct;0,1058 ct;0,1600 ct;;;;0
28.07.2025 03:30;Mo;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0160;0,0040;0,00193; 28.213,20 ;;0,52951;;1,0607;-0,0007;-0,0015;0,0010;0,0020;7,967 ct/kWh;31,29 ct/kWh;A;0,0319 ct;0,1255 ct;0,0274 ct;0,0489 ct;0,1201 ct;0,1457 ct;;;;4,770 ct/kWh;26,441 ct/kWh;0,0191 ct;0,0228 ct;0,1060 ct;0,0191 ct;0,0579 ct;0,1060 ct;0,1604 ct;;;;0
28.07.2025 03:45;Mo;0,0280;28,0;-0,0280;-0,0070;-0,00240;0,0200;0,0050;0,00240; 28.314,90 ;;0,53142;;1,0646;-0,0013;-0,0026;0,0013;0,0026;7,967 ct/kWh;31,29 ct/kWh;A;0,0558 ct;0,2190 ct;0,0478 ct;0,0854 ct;0,2096 ct;0,2543 ct;;;;11,930 ct/kWh;34,962 ct/kWh;0,0835 ct;0,0994 ct;0,2447 ct;0,0334 ct;0,1010 ct;0,1851 ct;0,2800 ct;;;;0
28.07.2025 04:00;Mo;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0040;0,0010;0,00048; 28.765,20 ;;0,53987;;1,0815;-0,0007;-0,0015;0,0003;0,0005;7,951 ct/kWh;31,27 ct/kWh;A;0,0318 ct;0,1251 ct;0,0273 ct;0,0488 ct;0,1198 ct;0,1453 ct;;;;11,930 ct/kWh;34,942 ct/kWh;0,0477 ct;0,0568 ct;0,1398 ct;0,0191 ct;0,0577 ct;0,1058 ct;0,1600 ct;;;;0
28.07.2025 04:15;Mo;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0040;0,0010;0,00048; 29.008,90 ;;0,54444;;1,0907;-0,0007;-0,0015;0,0003;0,0005;7,951 ct/kWh;31,27 ct/kWh;A;0,0318 ct;0,1251 ct;0,0273 ct;0,0488 ct;0,1198 ct;0,1453 ct;;;;11,930 ct/kWh;34,942 ct/kWh;0,0477 ct;0,0568 ct;0,1398 ct;0,0191 ct;0,0577 ct;0,1058 ct;0,1600 ct;;;;0
28.07.2025 04:30;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00103;-0,0080;-0,0020;-0,00068; 29.170,60 ;;0,54748;;1,0967;-0,0006;-0,0011;-0,0004;-0,0007;7,951 ct/kWh;31,27 ct/kWh;A;0,0239 ct;0,0941 ct;0,0206 ct;0,0367 ct;0,0901 ct;0,1093 ct;;;;11,930 ct/kWh;34,942 ct/kWh;0,0359 ct;0,0427 ct;0,1052 ct;0,0144 ct;0,0434 ct;0,0796 ct;0,1204 ct;;;;0
28.07.2025 04:45;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0279;0,0070;0,00336; 29.386,10 ;;0,55152;;1,1048;-0,0006;-0,0011;0,0019;0,0037;7,951 ct/kWh;31,27 ct/kWh;A;0,0239 ct;0,0941 ct;0,0206 ct;0,0367 ct;0,0901 ct;0,1093 ct;;;;11,930 ct/kWh;34,942 ct/kWh;0,0359 ct;0,0427 ct;0,1052 ct;0,0144 ct;0,0434 ct;0,0796 ct;0,1204 ct;;;;0
