Zeitstempel;WT;Bezug in kW;Bezug in W;Bezug kW;Bezug in kWh;F_EVS;Bezug Netto in kWh;Bezug Netto in kWh2;F_EVS2;Residuallast in MW;FRL_max_day;FRL_max;FRL_average_day;FRL_average;RLCI_max_Bezug;RLCI_average_Bezug;RLCI_max;RLCI_average;EPEX Day Ahead;Endpreis dT Brutto dyn.;"""Bezugsklasse""";Kosten_Netto;Kosten_Brutto_GES dyn;Wel * Gmin (NETTO);Wel*Gmax (NETTO);Wel * Gmin (BRUTTO);Wel*Gmax (Brutto);RIB_DAY_NETTO_Bezug;RIB_DAY_NETTO_brutto(+-);RIB_DAY_BRUTTO_Netto(+-);vNE_EWS_NETTO;Endpreis dT+vNE Brutto dyn plus;Kosten_vNE_Netto;Kosten vNE Brutto;Kosten_GES_Brutto dyn plus;Wel * Gmin (NETTO)3;Wel*Gmax (NETTO)4;Wel * Gmin (BRUTTO)5;Wel*Gmax (BRUTTO)6;RIB_DAY_NETTO;RIB_DAY_NETTO_netto (+-);RIB_DAY_BRUTTO_netto (+-);WB aktiv (1)
16.07.2025 16:00;Mi;0,0082;8,2;-0,0082;-0,0021;-0,00070;0,0479;0,0120;0,00577; 19.198,70 ;;0,36032;;0,7218;-0,0003;-0,0005;0,0021;0,0042;8,086 ct/kWh;31,43 ct/kWh;A;0,0166 ct;0,0644 ct;0,0140 ct;0,0265 ct;0,0613 ct;0,0762 ct;;;;11,930 ct/kWh;35,103 ct/kWh;0,0245 ct;0,0291 ct;0,0720 ct;0,0098 ct;0,0296 ct;0,0551 ct;0,0837 ct;;;;0
16.07.2025 16:15;Mi;0,0599;59,9;-0,0599;-0,0150;-0,00513;0,0880;0,0220;0,01060; 20.363,70 ;;0,38219;;0,7656;-0,0020;-0,0039;0,0041;0,0081;8,086 ct/kWh;31,43 ct/kWh;A;0,1210 ct;0,4706 ct;0,1019 ct;0,1932 ct;0,4478 ct;0,5564 ct;;;;11,930 ct/kWh;35,103 ct/kWh;0,1786 ct;0,2125 ct;0,5255 ct;0,0714 ct;0,2160 ct;0,4025 ct;0,6113 ct;;;;0
16.07.2025 16:30;Mi;0,0440;44,0;-0,0440;-0,0110;-0,00377;0,0520;0,0130;0,00627; 21.812,40 ;;0,40938;;0,8201;-0,0015;-0,0031;0,0026;0,0051;8,086 ct/kWh;31,43 ct/kWh;A;0,0889 ct;0,3458 ct;0,0749 ct;0,1419 ct;0,3290 ct;0,4088 ct;;;;11,930 ct/kWh;35,103 ct/kWh;0,1312 ct;0,1562 ct;0,3861 ct;0,0525 ct;0,1587 ct;0,2958 ct;0,4492 ct;;;;0
16.07.2025 16:45;Mi;0,0320;32,0;-0,0320;-0,0080;-0,00274;0,0999;0,0250;0,01204; 22.375,80 ;;0,41995;;0,8413;-0,0011;-0,0023;0,0051;0,0101;8,086 ct/kWh;31,43 ct/kWh;A;0,0646 ct;0,2512 ct;0,0544 ct;0,1031 ct;0,2390 ct;0,2970 ct;;;;11,930 ct/kWh;35,103 ct/kWh;0,0953 ct;0,1134 ct;0,2805 ct;0,0381 ct;0,1153 ct;0,2148 ct;0,3263 ct;;;;0
16.07.2025 17:00;Mi;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0480;0,0120;0,00579; 24.300,40 ;;0,45607;;0,9136;-0,0006;-0,0013;0,0026;0,0053;8,909 ct/kWh;32,41 ct/kWh;A;0,0357 ct;0,1300 ct;0,0273 ct;0,0517 ct;0,1199 ct;0,1490 ct;;;;11,930 ct/kWh;36,082 ct/kWh;0,0478 ct;0,0569 ct;0,1447 ct;0,0191 ct;0,0579 ct;0,1078 ct;0,1638 ct;;;;0
16.07.2025 17:15;Mi;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0440;0,0110;0,00530; 25.567,60 ;;0,47986;;0,9613;-0,0007;-0,0013;0,0025;0,0051;8,909 ct/kWh;32,41 ct/kWh;A;0,0356 ct;0,1297 ct;0,0272 ct;0,0516 ct;0,1196 ct;0,1487 ct;;;;11,930 ct/kWh;36,082 ct/kWh;0,0477 ct;0,0568 ct;0,1443 ct;0,0191 ct;0,0577 ct;0,1076 ct;0,1633 ct;;;;0
16.07.2025 17:30;Mi;0,0080;8,0;-0,0080;-0,0020;-0,00068;0,0520;0,0130;0,00626; 28.508,50 ;;0,53505;;1,0718;-0,0004;-0,0007;0,0033;0,0067;8,909 ct/kWh;32,41 ct/kWh;A;0,0178 ct;0,0648 ct;0,0136 ct;0,0258 ct;0,0598 ct;0,0743 ct;;;;11,930 ct/kWh;36,082 ct/kWh;0,0239 ct;0,0284 ct;0,0722 ct;0,0095 ct;0,0289 ct;0,0538 ct;0,0817 ct;;;;0
16.07.2025 17:45;Mi;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0400;0,0100;0,00482; 30.763,50 ;;0,57737;;1,1566;-0,0006;-0,0012;0,0028;0,0056;8,909 ct/kWh;32,41 ct/kWh;A;0,0267 ct;0,0972 ct;0,0204 ct;0,0387 ct;0,0897 ct;0,1115 ct;;;;11,930 ct/kWh;36,082 ct/kWh;0,0358 ct;0,0426 ct;0,1082 ct;0,0143 ct;0,0433 ct;0,0807 ct;0,1225 ct;;;;0
16.07.2025 18:00;Mi;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0600;0,0150;0,00722; 32.172,00 ;;0,60381;;1,2096;-0,0006;-0,0012;0,0044;0,0087;9,549 ct/kWh;33,18 ct/kWh;B;0,0286 ct;0,0995 ct;0,0204 ct;0,0387 ct;0,0897 ct;0,1115 ct;;;;11,930 ct/kWh;36,844 ct/kWh;0,0358 ct;0,0426 ct;0,1105 ct;0,0143 ct;0,0433 ct;0,0807 ct;0,1225 ct;;;;0
16.07.2025 18:15;Mi;0,0240;24,0;-0,0240;-0,0060;-0,00205;-0,0120;-0,0030;-0,00103; 33.245,10 ;;0,62395;;1,2499;-0,0013;-0,0026;-0,0006;-0,0013;9,549 ct/kWh;33,18 ct/kWh;B;0,0572 ct;0,1987 ct;0,0408 ct;0,0773 ct;0,1792 ct;0,2226 ct;;;;11,930 ct/kWh;36,844 ct/kWh;0,0715 ct;0,0850 ct;0,2207 ct;0,0286 ct;0,0864 ct;0,1611 ct;0,2446 ct;;;;0
16.07.2025 18:30;Mi;0,0080;8,0;-0,0080;-0,0020;-0,00068;0,1644;0,0411;0,01980; 35.490,00 ;;0,66608;;1,3343;-0,0005;-0,0009;0,0132;0,0264;9,549 ct/kWh;33,18 ct/kWh;B;0,0191 ct;0,0664 ct;0,0136 ct;0,0258 ct;0,0598 ct;0,0743 ct;;;;11,930 ct/kWh;36,844 ct/kWh;0,0239 ct;0,0284 ct;0,0737 ct;0,0095 ct;0,0289 ct;0,0538 ct;0,0817 ct;;;;0
16.07.2025 18:45;Mi;0,0600;60,0;-0,0600;-0,0150;-0,00514;0,2889;0,0722;0,03481; 36.752,70 ;;0,68978;;1,3818;-0,0035;-0,0071;0,0240;0,0481;9,549 ct/kWh;33,18 ct/kWh;B;0,1433 ct;0,4980 ct;0,1022 ct;0,1937 ct;0,4490 ct;0,5579 ct;;;;11,930 ct/kWh;36,844 ct/kWh;0,1791 ct;0,2131 ct;0,5530 ct;0,0716 ct;0,2166 ct;0,4036 ct;0,6130 ct;;;;0
16.07.2025 19:00;Mi;0,0120;12,0;-0,0120;-0,0030;-0,00102;0,4068;0,1017;0,04901; 38.253,80 ;;0,71795;;1,4382;-0,0007;-0,0015;0,0352;0,0705;10,837 ct/kWh;34,71 ct/kWh;B;0,0324 ct;0,1038 ct;0,0203 ct;0,0386 ct;0,0894 ct;0,1111 ct;;;;11,930 ct/kWh;38,377 ct/kWh;0,0357 ct;0,0424 ct;0,1147 ct;0,0143 ct;0,0431 ct;0,0804 ct;0,1221 ct;;;;0
16.07.2025 19:15;Mi;0,0640;64,0;-0,0640;-0,0160;-0,00548;-0,0320;-0,0080;-0,00274; 39.177,90 ;;0,73530;;1,4730;-0,0040;-0,0081;-0,0020;-0,0040;10,837 ct/kWh;34,71 ct/kWh;B;0,1734 ct;0,5553 ct;0,1089 ct;0,2065 ct;0,4786 ct;0,5947 ct;;;;11,930 ct/kWh;38,377 ct/kWh;0,1909 ct;0,2271 ct;0,6140 ct;0,0763 ct;0,2309 ct;0,4302 ct;0,6534 ct;;;;0
16.07.2025 19:30;Mi;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0199;0,0050;0,00240; 40.162,80 ;;0,75378;;1,5100;-0,0010;-0,0021;0,0018;0,0036;10,837 ct/kWh;34,71 ct/kWh;B;0,0435 ct;0,1392 ct;0,0273 ct;0,0517 ct;0,1199 ct;0,1490 ct;;;;11,930 ct/kWh;38,377 ct/kWh;0,0478 ct;0,0569 ct;0,1539 ct;0,0191 ct;0,0579 ct;0,1078 ct;0,1638 ct;;;;0
16.07.2025 19:45;Mi;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0040;0,0010;0,00048; 41.310,10 ;;0,77531;;1,5531;-0,0011;-0,0021;0,0004;0,0007;10,837 ct/kWh;34,71 ct/kWh;B;0,0433 ct;0,1388 ct;0,0272 ct;0,0516 ct;0,1196 ct;0,1487 ct;;;;11,930 ct/kWh;38,377 ct/kWh;0,0477 ct;0,0568 ct;0,1535 ct;0,0191 ct;0,0577 ct;0,1076 ct;0,1633 ct;;;;0
16.07.2025 20:00;Mi;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0040;0,0010;0,00048; 41.957,40 ;;0,78746;;1,5775;-0,0011;-0,0022;0,0004;0,0008;11,972 ct/kWh;36,06 ct/kWh;C;0,0480 ct;0,1446 ct;0,0273 ct;0,0517 ct;0,1199 ct;0,1490 ct;;;;11,930 ct/kWh;39,727 ct/kWh;0,0478 ct;0,0569 ct;0,1593 ct;0,0191 ct;0,0579 ct;0,1078 ct;0,1638 ct;;;;0
16.07.2025 20:15;Mi;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0120;0,0030;0,00145; 42.429,50 ;;0,79632;;1,5952;-0,0011;-0,0022;0,0012;0,0023;11,972 ct/kWh;36,06 ct/kWh;C;0,0479 ct;0,1442 ct;0,0272 ct;0,0516 ct;0,1196 ct;0,1487 ct;;;;11,930 ct/kWh;39,727 ct/kWh;0,0477 ct;0,0568 ct;0,1589 ct;0,0191 ct;0,0577 ct;0,1076 ct;0,1633 ct;;;;0
16.07.2025 20:30;Mi;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0040;0,0010;0,00048; 42.961,40 ;;0,80631;;1,6152;-0,0008;-0,0017;0,0004;0,0008;11,972 ct/kWh;36,06 ct/kWh;C;0,0359 ct;0,1082 ct;0,0204 ct;0,0387 ct;0,0897 ct;0,1115 ct;;;;11,930 ct/kWh;39,727 ct/kWh;0,0358 ct;0,0426 ct;0,1192 ct;0,0143 ct;0,0433 ct;0,0807 ct;0,1225 ct;;;;0
16.07.2025 20:45;Mi;0,0160;16,0;-0,0160;-0,0040;-0,00137;-0,0041;-0,0010;-0,00035; 42.870,30 ;;0,80460;;1,6118;-0,0011;-0,0022;-0,0003;-0,0006;11,972 ct/kWh;36,06 ct/kWh;C;0,0480 ct;0,1446 ct;0,0273 ct;0,0517 ct;0,1199 ct;0,1490 ct;;;;11,930 ct/kWh;39,727 ct/kWh;0,0478 ct;0,0569 ct;0,1593 ct;0,0191 ct;0,0579 ct;0,1078 ct;0,1638 ct;;;;0
16.07.2025 21:00;Mi;0,0160;16,0;-0,0160;-0,0040;-0,00137;-0,0040;-0,0010;-0,00035; 43.053,10 ;;0,80803;;1,6187;-0,0011;-0,0022;-0,0003;-0,0006;12,904 ct/kWh;37,17 ct/kWh;C;0,0516 ct;0,1487 ct;0,0272 ct;0,0516 ct;0,1196 ct;0,1487 ct;;;;11,930 ct/kWh;40,837 ct/kWh;0,0477 ct;0,0568 ct;0,1633 ct;0,0191 ct;0,0577 ct;0,1076 ct;0,1633 ct;;;;0
16.07.2025 21:15;Mi;0,0201;20,1;-0,0201;-0,0050;-0,00172;-0,0120;-0,0030;-0,00103; 42.464,90 ;;0,79699;;1,5966;-0,0014;-0,0028;-0,0008;-0,0016;12,904 ct/kWh;37,17 ct/kWh;C;0,0649 ct;0,1870 ct;0,0342 ct;0,0649 ct;0,1505 ct;0,1870 ct;;;;11,930 ct/kWh;40,837 ct/kWh;0,0600 ct;0,0714 ct;0,2054 ct;0,0240 ct;0,0726 ct;0,1352 ct;0,2054 ct;;;;0
16.07.2025 21:30;Mi;0,0599;59,9;-0,0599;-0,0150;-0,00513;-0,0200;-0,0050;-0,00171; 42.476,60 ;;0,79721;;1,5970;-0,0041;-0,0082;-0,0014;-0,0027;12,904 ct/kWh;37,17 ct/kWh;C;0,1932 ct;0,5564 ct;0,1019 ct;0,1932 ct;0,4478 ct;0,5564 ct;;;;11,930 ct/kWh;40,837 ct/kWh;0,1786 ct;0,2125 ct;0,6113 ct;0,0714 ct;0,2160 ct;0,4025 ct;0,6113 ct;;;;0
16.07.2025 21:45;Mi;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0080;0,0020;0,00096; 42.364,40 ;;0,79510;;1,5928;-0,0008;-0,0016;0,0008;0,0015;12,904 ct/kWh;37,17 ct/kWh;C;0,0388 ct;0,1119 ct;0,0205 ct;0,0388 ct;0,0900 ct;0,1119 ct;;;;11,930 ct/kWh;40,837 ct/kWh;0,0359 ct;0,0427 ct;0,1229 ct;0,0144 ct;0,0434 ct;0,0809 ct;0,1229 ct;;;;0
16.07.2025 22:00;Mi;0,0160;16,0;-0,0160;-0,0040;-0,00137;-0,0120;-0,0030;-0,00103; 40.545,90 ;;0,76097;;1,5244;-0,0010;-0,0021;-0,0008;-0,0016;12,071 ct/kWh;36,18 ct/kWh;C;0,0483 ct;0,1447 ct;0,0272 ct;0,0516 ct;0,1196 ct;0,1487 ct;;;;11,930 ct/kWh;39,845 ct/kWh;0,0477 ct;0,0568 ct;0,1594 ct;0,0191 ct;0,0577 ct;0,1076 ct;0,1633 ct;;;;0
16.07.2025 22:15;Mi;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0040;0,0010;0,00048; 39.966,40 ;;0,75010;;1,5026;-0,0008;-0,0015;0,0004;0,0007;12,071 ct/kWh;36,18 ct/kWh;C;0,0363 ct;0,1089 ct;0,0205 ct;0,0388 ct;0,0900 ct;0,1119 ct;;;;11,930 ct/kWh;39,845 ct/kWh;0,0359 ct;0,0427 ct;0,1199 ct;0,0144 ct;0,0434 ct;0,0809 ct;0,1229 ct;;;;0
16.07.2025 22:30;Mi;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0040;0,0010;0,00049; 39.140,90 ;;0,73460;;1,4716;-0,0010;-0,0020;0,0004;0,0007;12,071 ct/kWh;36,18 ct/kWh;C;0,0482 ct;0,1443 ct;0,0272 ct;0,0515 ct;0,1193 ct;0,1483 ct;;;;11,930 ct/kWh;39,845 ct/kWh;0,0476 ct;0,0566 ct;0,1590 ct;0,0190 ct;0,0576 ct;0,1073 ct;0,1629 ct;;;;0
16.07.2025 22:45;Mi;0,0120;12,0;-0,0120;-0,0030;-0,00103;-0,0080;-0,0020;-0,00069; 38.068,70 ;;0,71448;;1,4313;-0,0007;-0,0015;-0,0005;-0,0010;12,071 ct/kWh;36,18 ct/kWh;C;0,0363 ct;0,1089 ct;0,0205 ct;0,0388 ct;0,0900 ct;0,1119 ct;;;;11,930 ct/kWh;39,845 ct/kWh;0,0359 ct;0,0427 ct;0,1199 ct;0,0144 ct;0,0434 ct;0,0809 ct;0,1229 ct;;;;0
16.07.2025 23:00;Mi;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0040;0,0010;0,00048; 36.996,50 ;;0,69436;;1,3910;-0,0007;-0,0014;0,0003;0,0007;11,055 ct/kWh;34,97 ct/kWh;C;0,0333 ct;0,1053 ct;0,0205 ct;0,0388 ct;0,0900 ct;0,1119 ct;;;;11,930 ct/kWh;38,636 ct/kWh;0,0359 ct;0,0427 ct;0,1163 ct;0,0144 ct;0,0434 ct;0,0809 ct;0,1229 ct;;;;0
16.07.2025 23:15;Mi;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0080;0,0020;0,00096; 36.191,70 ;;0,67925;;1,3607;-0,0009;-0,0019;0,0007;0,0013;11,055 ct/kWh;34,97 ct/kWh;C;0,0442 ct;0,1399 ct;0,0272 ct;0,0516 ct;0,1196 ct;0,1487 ct;;;;11,930 ct/kWh;38,636 ct/kWh;0,0477 ct;0,0568 ct;0,1545 ct;0,0191 ct;0,0577 ct;0,1076 ct;0,1633 ct;;;;0
16.07.2025 23:30;Mi;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0160;0,0040;0,00192; 34.952,70 ;;0,65600;;1,3141;-0,0007;-0,0014;0,0013;0,0025;11,055 ct/kWh;34,97 ct/kWh;C;0,0333 ct;0,1053 ct;0,0205 ct;0,0388 ct;0,0900 ct;0,1119 ct;;;;11,930 ct/kWh;38,636 ct/kWh;0,0359 ct;0,0427 ct;0,1163 ct;0,0144 ct;0,0434 ct;0,0809 ct;0,1229 ct;;;;0
16.07.2025 23:45;Mi;0,0161;16,1;-0,0161;-0,0040;-0,00138;-0,0080;-0,0020;-0,00068; 34.132,30 ;;0,64060;;1,2833;-0,0009;-0,0018;-0,0004;-0,0009;11,055 ct/kWh;34,97 ct/kWh;C;0,0446 ct;0,1409 ct;0,0274 ct;0,0520 ct;0,1205 ct;0,1498 ct;0,5311;0,5311;0,5311;11,930 ct/kWh;38,636 ct/kWh;0,0481 ct;0,0572 ct;0,1557 ct;0,0192 ct;0,0582 ct;0,1084 ct;0,1646 ct;0,738203389;0,738203389;0,753584226;0
